TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Other Theft,2003,4,2,17,11,45XX DUNBAR ST,Dunbar-Southlands,486521.7842,5454775.2728
Other Theft,2005,2,19,13,52,45XX DUNBAR ST,Dunbar-Southlands,486521.7842,5454775.2728
Other Theft,2005,12,15,17,0,45XX DUNBAR ST,Dunbar-Southlands,486521.7842,5454775.2728
Other Theft,2006,1,1,10,0,45XX DUNBAR ST,Dunbar-Southlands,486521.7842,5454775.2728
Other Theft,2007,4,14,10,56,45XX DUNBAR ST,Dunbar-Southlands,486521.7842,5454775.2728
Other Theft,2007,8,9,15,0,45XX DUNBAR ST,Dunbar-Southlands,486521.7842,5454775.2728
Other Theft,2007,8,29,1,43,45XX DUNBAR ST,Dunbar-Southlands,486521.7842,5454775.2728
Other Theft,2008,4,19,3,40,45XX DUNBAR ST,Dunbar-Southlands,486521.7842,5454775.2728
Other Theft,2008,4,26,15,2,45XX DUNBAR ST,Dunbar-Southlands,486521.7842,5454775.2728
Other Theft,2008,6,7,11,0,45XX DUNBAR ST,Dunbar-Southlands,486521.7842,5454775.2728
Other Theft,2008,10,6,14,17,45XX DUNBAR ST,Dunbar-Southlands,486521.7842,5454775.2728
Other Theft,2009,2,20,16,15,45XX DUNBAR ST,Dunbar-Southlands,486521.7842,5454775.2728
Other Theft,2009,5,27,15,37,45XX DUNBAR ST,Dunbar-Southlands,486521.7842,5454775.2728
Other Theft,2009,6,6,16,15,45XX DUNBAR ST,Dunbar-Southlands,486521.7842,5454775.2728
Other Theft,2009,6,15,13,15,45XX DUNBAR ST,Dunbar-Southlands,486521.7842,5454775.2728
Other Theft,2009,6,24,16,27,45XX DUNBAR ST,Dunbar-Southlands,486521.7842,5454775.2728
Other Theft,2009,8,10,14,48,45XX DUNBAR ST,Dunbar-Southlands,486521.7842,5454775.2728
Other Theft,2009,12,20,16,0,45XX DUNBAR ST,Dunbar-Southlands,486521.7842,5454775.2728
Other Theft,2010,5,10,16,52,45XX DUNBAR ST,Dunbar-Southlands,486521.7842,5454775.2728
Other Theft,2010,9,21,15,2,45XX DUNBAR ST,Dunbar-Southlands,486521.7842,5454775.2728
Other Theft,2011,11,8,11,30,45XX DUNBAR ST,Dunbar-Southlands,486521.7842,5454775.2728
Other Theft,2012,1,18,12,19,45XX DUNBAR ST,Dunbar-Southlands,486521.7842,5454775.2728
Other Theft,2012,6,28,18,45,45XX DUNBAR ST,Dunbar-Southlands,486521.7842,5454775.2728
Other Theft,2013,2,2,15,33,45XX DUNBAR ST,Dunbar-Southlands,486521.7842,5454775.2728
Other Theft,2014,11,6,15,35,45XX DUNBAR ST,Dunbar-Southlands,486521.7842,5454775.2728
Other Theft,2014,11,23,13,50,45XX DUNBAR ST,Dunbar-Southlands,486521.7842,5454775.2728
Other Theft,2015,2,8,12,15,45XX DUNBAR ST,Dunbar-Southlands,486521.7842,5454775.2728
Other Theft,2019,8,2,13,55,45XX DUNBAR ST,Dunbar-Southlands,486521.9449,5454746.7432
Other Theft,2020,7,11,19,40,45XX DUNBAR ST,Dunbar-Southlands,486521.9449,5454746.7432
Other Theft,2020,7,16,9,8,45XX DUNBAR ST,Dunbar-Southlands,486521.9449,5454746.7432
Other Theft,2020,7,16,20,36,45XX DUNBAR ST,Dunbar-Southlands,486521.9449,5454746.7432
Other Theft,2021,11,3,13,47,45XX DUNBAR ST,Dunbar-Southlands,486521.9449,5454746.7432
Other Theft,2022,7,14,17,12,45XX DUNBAR ST,Dunbar-Southlands,486521.9449,5454746.7432
Other Theft,2022,9,20,13,45,45XX DUNBAR ST,Dunbar-Southlands,486521.9449,5454746.7432
Other Theft,2022,10,4,14,35,45XX DUNBAR ST,Dunbar-Southlands,486521.9449,5454746.7432
Other Theft,2022,10,14,11,19,45XX DUNBAR ST,Dunbar-Southlands,486521.9449,5454746.7432
Other Theft,2022,10,19,16,23,45XX DUNBAR ST,Dunbar-Southlands,486521.9449,5454746.7432
Other Theft,2022,10,20,11,44,45XX DUNBAR ST,Dunbar-Southlands,486521.9449,5454746.7432
Other Theft,2008,10,8,20,45,46XX DUNBAR ST,Dunbar-Southlands,486512.7856,5454699.026
Other Theft,2014,11,22,14,0,46XX DUNBAR ST,Dunbar-Southlands,486512.8159,5454710.7224
Other Theft,2016,10,1,11,45,46XX DUNBAR ST,Dunbar-Southlands,486521.8084,5454652.1047
Other Theft,2010,10,22,20,24,46XX DUNBAR ST,Dunbar-Southlands,486521.9548,5454708.7493
Other Theft,2004,11,26,15,0,46XX DUNBAR ST,Dunbar-Southlands,486522.0052,5454728.2433
Other Theft,2015,12,16,21,30,47XX BLENHEIM ST,Dunbar-Southlands,486992.0266,5454552.4194
Other Theft,2013,5,5,12,0,47XX COLLINGWOOD ST,Dunbar-Southlands,486762.4239,5454534.6631
Other Theft,2003,2,25,12,50,47XX DUNBAR ST,Dunbar-Southlands,486512.4372,5454577.6258
Other Theft,2003,9,25,19,30,47XX DUNBAR ST,Dunbar-Southlands,486512.4372,5454577.6258
Other Theft,2005,1,25,19,45,47XX DUNBAR ST,Dunbar-Southlands,486512.4372,5454577.6258
Other Theft,2006,3,1,22,56,47XX DUNBAR ST,Dunbar-Southlands,486512.4372,5454577.6258
Other Theft,2006,5,26,15,0,47XX DUNBAR ST,Dunbar-Southlands,486512.4372,5454577.6258
Other Theft,2006,12,6,20,30,47XX DUNBAR ST,Dunbar-Southlands,486512.4372,5454577.6258
Other Theft,2012,8,13,7,48,47XX DUNBAR ST,Dunbar-Southlands,486512.4372,5454577.6258
Other Theft,2013,1,25,17,30,47XX DUNBAR ST,Dunbar-Southlands,486512.4372,5454577.6258
Other Theft,2013,10,16,18,0,47XX DUNBAR ST,Dunbar-Southlands,486512.4372,5454577.6258
Other Theft,2015,4,24,0,0,47XX DUNBAR ST,Dunbar-Southlands,486512.4372,5454577.6258
Other Theft,2016,5,12,9,30,47XX DUNBAR ST,Dunbar-Southlands,486512.4372,5454577.6258
Other Theft,2016,7,1,17,30,47XX DUNBAR ST,Dunbar-Southlands,486512.4372,5454577.6258
Other Theft,2021,1,6,14,45,47XX DUNBAR ST,Dunbar-Southlands,486512.4372,5454577.6258
Other Theft,2017,11,28,18,30,47XX DUNBAR ST,Dunbar-Southlands,486512.4378,5454577.755
Other Theft,2022,11,7,9,0,47XX DUNBAR ST,Dunbar-Southlands,486512.4378,5454577.755
Other Theft,2022,4,13,17,30,47XX DUNBAR ST,Dunbar-Southlands,486512.5902,5454624.2798
Other Theft,2016,1,31,17,0,47XX DUNBAR ST,Dunbar-Southlands,486521.6637,5454602.7734
Other Theft,2005,9,24,21,35,47XX DUNBAR ST,Dunbar-Southlands,486521.7272,5454622.1407
Other Theft,2010,7,2,18,0,47XX DUNBAR ST,Dunbar-Southlands,486521.7272,5454622.1407
Other Theft,2018,12,28,0,0,47XX MACKENZIE ST,Dunbar-Southlands,487606.7965,5454522.9002
Other Theft,2020,5,28,18,0,48XX BLENHEIM ST,Dunbar-Southlands,486991.1656,5454507.8219
Other Theft,2006,3,30,11,28,48XX MACKENZIE ST,Dunbar-Southlands,487605.9033,5454429.5977
Other Theft,2004,9,7,14,0,48XX MACKENZIE ST,Dunbar-Southlands,487605.9212,5454431.4566
Other Theft,2013,11,3,21,0,49XX COLLINGWOOD ST,Dunbar-Southlands,486750.7908,5454350.3173
Other Theft,2017,10,6,7,30,49XX MACKENZIE ST,Dunbar-Southlands,487605.5573,5454401.6587
Other Theft,2004,6,29,16,15,50XX BLENHEIM ST,Dunbar-Southlands,486991.4728,5454243.6201
Other Theft,2004,12,23,11,0,50XX CROWN ST,Dunbar-Southlands,485906.9943,5454311.0656
Other Theft,2012,6,6,0,0,50XX HIGHBURY ST,Dunbar-Southlands,486298.113,5454212.0173
Other Theft,2003,11,30,0,25,51XX CAMOSUN ST,Dunbar-Southlands,485679.0199,5454160.4756
Other Theft,2020,7,17,0,40,51XX DUNBAR ST,Dunbar-Southlands,486511.1799,5454127.6054
Other Theft,2020,3,22,13,54,51XX DUNBAR ST,Dunbar-Southlands,486520.3226,5454127.0173
Other Theft,2021,6,5,7,0,51XX DUNBAR ST,Dunbar-Southlands,486520.509,5454203.1108
Other Theft,2003,10,18,3,0,52XX BLENHEIM ST,Dunbar-Southlands,486999.4242,5454091.0549
Other Theft,2017,10,20,20,0,52XX BLENHEIM ST,Dunbar-Southlands,486999.4931,5454015.87
Other Theft,2019,11,4,12,20,53XX CAMOSUN ST,Dunbar-Southlands,485667.3851,5453946.1322
Other Theft,2013,9,17,12,0,53XX CAMOSUN ST,Dunbar-Southlands,485667.3873,5453946.2871
Other Theft,2015,1,23,9,0,53XX CAMOSUN ST,Dunbar-Southlands,485667.3873,5453946.2871
Other Theft,2015,5,8,9,15,53XX CAMOSUN ST,Dunbar-Southlands,485667.3873,5453946.2871
Other Theft,2015,11,14,1,19,53XX COLLINGWOOD ST,Dunbar-Southlands,486756.9334,5453990.6369
Other Theft,2022,4,20,3,50,54XX DUNBAR ST,Dunbar-Southlands,486508.8382,5453779.6684
Other Theft,2006,10,26,22,0,54XX WALLACE ST,Dunbar-Southlands,486098.5515,5453764.018
Other Theft,2004,11,2,11,0,55XX ALMA ST,Dunbar-Southlands,486407.5834,5453700.7603
Other Theft,2010,2,24,8,0,55XX BALACLAVA ST,Dunbar-Southlands,487130.8536,5453718.5447
Other Theft,2013,11,25,15,30,55XX CARNARVON ST,Dunbar-Southlands,487397.6868,5453717.6627
Other Theft,2009,6,18,14,0,55XX DUNBAR ST,Dunbar-Southlands,486506.4383,5453687.8419
Other Theft,2021,1,17,19,1,55XX DUNBAR ST,Dunbar-Southlands,486507.1662,5453710.2551
Other Theft,2021,7,12,16,59,55XX DUNBAR ST,Dunbar-Southlands,486507.1662,5453710.2551
Other Theft,2019,9,24,9,13,55XX DUNBAR ST,Dunbar-Southlands,486507.2227,5453711.9998
Other Theft,2003,1,29,7,40,55XX DUNBAR ST,Dunbar-Southlands,486508.4483,5453749.7465
Other Theft,2003,8,19,23,55,55XX DUNBAR ST,Dunbar-Southlands,486508.4483,5453749.7465
Other Theft,2004,8,7,11,18,55XX DUNBAR ST,Dunbar-Southlands,486508.4483,5453749.7465
Other Theft,2005,3,18,9,12,55XX DUNBAR ST,Dunbar-Southlands,486508.4483,5453749.7465
Other Theft,2005,3,21,20,50,55XX DUNBAR ST,Dunbar-Southlands,486508.4483,5453749.7465
Other Theft,2005,5,12,10,0,55XX DUNBAR ST,Dunbar-Southlands,486508.4483,5453749.7465
Other Theft,2006,5,7,11,45,55XX DUNBAR ST,Dunbar-Southlands,486508.4483,5453749.7465
Other Theft,2006,10,15,12,0,55XX DUNBAR ST,Dunbar-Southlands,486508.4483,5453749.7465
Other Theft,2007,12,8,18,30,55XX DUNBAR ST,Dunbar-Southlands,486508.4483,5453749.7465
Other Theft,2003,12,2,3,53,55XX DUNBAR ST,Dunbar-Southlands,486517.1953,5453737.3708
Other Theft,2005,3,19,0,45,55XX DUNBAR ST,Dunbar-Southlands,486517.1953,5453737.3708
Other Theft,2005,7,24,20,47,55XX DUNBAR ST,Dunbar-Southlands,486517.1953,5453737.3708
Other Theft,2006,1,25,1,25,55XX DUNBAR ST,Dunbar-Southlands,486517.1953,5453737.3708
Other Theft,2006,5,10,23,45,55XX DUNBAR ST,Dunbar-Southlands,486517.1953,5453737.3708
Other Theft,2004,10,2,2,47,55XX DUNBAR ST,Dunbar-Southlands,486517.227,5453738.3438
Other Theft,2006,1,6,22,53,55XX DUNBAR ST,Dunbar-Southlands,486517.227,5453738.3438
Other Theft,2009,8,8,12,0,55XX HOLLAND ST,Dunbar-Southlands,486007.5498,5453736.8938
Other Theft,2014,8,28,11,0,55XX MACKENZIE ST,Dunbar-Southlands,487601.2944,5453683.4157
Other Theft,2019,10,18,0,0,55XX OLYMPIC ST,Dunbar-Southlands,486194.6621,5453740.0846
Other Theft,2013,12,31,22,0,55XX OLYMPIC ST,Dunbar-Southlands,486203.2725,5453716.4087
Other Theft,2012,4,26,14,0,56XX ALMA ST,Dunbar-Southlands,486397.512,5453660.8074
Other Theft,2017,7,13,3,9,56XX ALMA ST,Dunbar-Southlands,486404.9496,5453586.9976
Other Theft,2020,7,4,13,0,56XX ALMA ST,Dunbar-Southlands,486404.9496,5453586.9976
Other Theft,2003,1,4,21,0,56XX ALMA ST,Dunbar-Southlands,486406.7311,5453663.9428
Other Theft,2003,9,21,11,45,56XX BALACLAVA ST,Dunbar-Southlands,487139.6995,5453671.0006
Other Theft,2020,9,30,18,0,56XX BLENHEIM ST,Dunbar-Southlands,486985.4942,5453589.142
Other Theft,2005,4,22,0,0,56XX CARNARVON ST,Dunbar-Southlands,487405.8625,5453591.6871
Other Theft,2013,7,31,1,0,56XX CARNARVON ST,Dunbar-Southlands,487405.8625,5453591.6871
Other Theft,2013,8,18,7,0,56XX CARNARVON ST,Dunbar-Southlands,487405.9872,5453605.3041
Other Theft,2013,8,26,13,6,56XX DUNBAR ST,Dunbar-Southlands,486504.9238,5453614.2592
Other Theft,2014,8,7,10,15,56XX DUNBAR ST,Dunbar-Southlands,486505.3343,5453637.0875
Other Theft,2012,1,4,13,54,56XX DUNBAR ST,Dunbar-Southlands,486505.4027,5453640.8922
Other Theft,2004,9,3,0,0,56XX DUNBAR ST,Dunbar-Southlands,486505.4369,5453642.7946
Other Theft,2005,1,17,12,0,56XX DUNBAR ST,Dunbar-Southlands,486505.4369,5453642.7946
Other Theft,2014,7,3,15,0,56XX DUNBAR ST,Dunbar-Southlands,486505.5738,5453650.404
Other Theft,2014,12,4,21,0,56XX DUNBAR ST,Dunbar-Southlands,486505.5738,5453650.404
Other Theft,2018,11,24,21,0,56XX DUNBAR ST,Dunbar-Southlands,486505.596,5453651.6302
Other Theft,2019,9,28,17,0,56XX DUNBAR ST,Dunbar-Southlands,486505.8462,5453665.5386
Other Theft,2003,10,22,11,0,56XX DUNBAR ST,Dunbar-Southlands,486514.2031,5453621.7042
Other Theft,2010,1,29,20,30,56XX DUNBAR ST,Dunbar-Southlands,486514.2031,5453621.7042
Other Theft,2011,4,3,15,6,56XX DUNBAR ST,Dunbar-Southlands,486514.2031,5453621.7042
Other Theft,2014,3,10,17,50,56XX DUNBAR ST,Dunbar-Southlands,486514.2031,5453621.7042
Other Theft,2015,4,11,17,54,56XX DUNBAR ST,Dunbar-Southlands,486514.2031,5453621.7042
Other Theft,2015,11,8,11,0,56XX DUNBAR ST,Dunbar-Southlands,486514.2031,5453621.7042
Other Theft,2016,2,5,23,12,56XX DUNBAR ST,Dunbar-Southlands,486514.2031,5453621.7042
Other Theft,2020,6,2,22,30,56XX DUNBAR ST,Dunbar-Southlands,486514.2031,5453621.7042
Other Theft,2020,12,5,10,40,56XX DUNBAR ST,Dunbar-Southlands,486514.2031,5453621.7042
Other Theft,2020,12,6,20,15,56XX DUNBAR ST,Dunbar-Southlands,486514.2031,5453621.7042
Other Theft,2021,1,15,14,48,56XX DUNBAR ST,Dunbar-Southlands,486514.2031,5453621.7042
Other Theft,2021,1,17,19,34,56XX DUNBAR ST,Dunbar-Southlands,486514.2031,5453621.7042
Other Theft,2021,1,23,19,20,56XX DUNBAR ST,Dunbar-Southlands,486514.2031,5453621.7042
Other Theft,2021,2,10,18,9,56XX DUNBAR ST,Dunbar-Southlands,486514.2031,5453621.7042
Other Theft,2021,3,11,10,48,56XX DUNBAR ST,Dunbar-Southlands,486514.2031,5453621.7042
Other Theft,2021,3,22,20,13,56XX DUNBAR ST,Dunbar-Southlands,486514.2031,5453621.7042
Other Theft,2021,3,22,22,39,56XX DUNBAR ST,Dunbar-Southlands,486514.2031,5453621.7042
Other Theft,2021,4,12,22,9,56XX DUNBAR ST,Dunbar-Southlands,486514.2031,5453621.7042
Other Theft,2021,4,14,19,50,56XX DUNBAR ST,Dunbar-Southlands,486514.2031,5453621.7042
Other Theft,2021,10,19,11,0,56XX DUNBAR ST,Dunbar-Southlands,486514.2031,5453621.7042
Other Theft,2022,4,30,21,23,56XX DUNBAR ST,Dunbar-Southlands,486514.2031,5453621.7042
Other Theft,2022,8,18,14,20,56XX DUNBAR ST,Dunbar-Southlands,486514.2031,5453621.7042
Other Theft,2022,10,27,22,32,56XX DUNBAR ST,Dunbar-Southlands,486514.2031,5453621.7042
Other Theft,2023,1,19,10,45,56XX DUNBAR ST,Dunbar-Southlands,486514.2031,5453621.7042
Other Theft,2010,9,12,19,6,56XX DUNBAR ST,Dunbar-Southlands,486514.2373,5453623.6066
Other Theft,2014,7,16,15,47,56XX DUNBAR ST,Dunbar-Southlands,486514.2373,5453623.6066
Other Theft,2014,7,22,21,17,56XX DUNBAR ST,Dunbar-Southlands,486514.2373,5453623.6066
Other Theft,2016,10,24,12,20,56XX DUNBAR ST,Dunbar-Southlands,486514.4426,5453635.0208
Other Theft,2010,7,8,11,25,56XX DUNBAR ST,Dunbar-Southlands,486514.6137,5453644.5326
Other Theft,2019,3,15,16,30,56XX DUNBAR ST,Dunbar-Southlands,486514.6314,5453645.505
Other Theft,2017,7,7,13,0,56XX HIGHBURY ST,Dunbar-Southlands,486287.6817,5453655.5312
Other Theft,2005,10,9,10,25,56XX HOLLAND ST,Dunbar-Southlands,486006.5403,5453654.8543
Other Theft,2021,7,8,20,31,56XX OLYMPIC ST,Dunbar-Southlands,486191.3223,5453592.5654
Other Theft,2019,3,20,13,5,57XX BLENHEIM ST,Dunbar-Southlands,486985.2745,5453480.0298
Other Theft,2007,1,31,12,25,57XX COLLINGWOOD ST,Dunbar-Southlands,486743.7417,5453529.5166
Other Theft,2009,2,5,10,19,57XX COLLINGWOOD ST,Dunbar-Southlands,486743.7894,5453543.1381
Other Theft,2013,1,23,10,0,57XX CROWN ST,Dunbar-Southlands,485900.2699,5453492.0782
Other Theft,2018,4,3,17,35,57XX DUNBAR ST,Dunbar-Southlands,486512.38,5453485.4507
Other Theft,2003,1,22,19,0,57XX DUNBAR ST,Dunbar-Southlands,486513.2552,5453568.4256
Other Theft,2005,9,29,14,30,57XX DUNBAR ST,Dunbar-Southlands,486513.2552,5453568.4256
Other Theft,2006,3,1,21,0,57XX DUNBAR ST,Dunbar-Southlands,486513.2552,5453568.4256
Other Theft,2006,7,5,14,30,57XX DUNBAR ST,Dunbar-Southlands,486513.2552,5453568.4256
Other Theft,2007,5,16,20,6,58XX ALMA ST,Dunbar-Southlands,486403.2741,5453462.3118
Other Theft,2008,8,15,23,0,58XX BLENHEIM ST,Dunbar-Southlands,486985.5667,5453422.3896
Other Theft,2007,9,17,11,30,58XX DUNBAR ST,Dunbar-Southlands,486510.554,5453372.1847
Other Theft,2006,5,7,18,52,58XX HOLLAND ST,Dunbar-Southlands,486004.8268,5453478.473
Other Theft,2019,9,6,1,0,58XX OLYMPIC ST,Dunbar-Southlands,486197.3983,5453394.592
Other Theft,2003,10,17,0,30,58XX WALLACE ST,Dunbar-Southlands,486105.9604,5453370.8176
Other Theft,2008,6,1,0,0,59XX ALMA ST,Dunbar-Southlands,486401.3336,5453303.0844
Other Theft,2004,10,29,23,55,59XX DUNBAR ST,Dunbar-Southlands,486501.0818,5453341.8032
Other Theft,2003,3,3,12,0,59XX HIGHBURY ST,Dunbar-Southlands,486279.695,5453341.3066
Other Theft,2005,5,24,7,0,59XX OLYMPIC ST,Dunbar-Southlands,486197.0382,5453370.1295
Other Theft,2022,3,1,15,55,60XX ALMA ST,Dunbar-Southlands,486391.2544,5453226.3969
Other Theft,2006,1,19,22,0,60XX ALMA ST,Dunbar-Southlands,486391.7713,5453268.8172
Other Theft,2015,5,25,21,0,60XX ALMA ST,Dunbar-Southlands,486400.8926,5453266.8963
Other Theft,2019,8,16,9,0,60XX BLENHEIM ST,Dunbar-Southlands,486983.3374,5453211.0636
Other Theft,2003,1,30,13,2,60XX COLLINGWOOD PL,Dunbar-Southlands,486592.3712,5453234.6918
Other Theft,2010,1,29,23,0,60XX COLLINGWOOD PL,Dunbar-Southlands,486675.4606,5453233.3004
Other Theft,2006,2,13,4,16,60XX COLLINGWOOD PL,Dunbar-Southlands,486685.8141,5453233.1271
Other Theft,2006,9,30,23,0,60XX COLLINGWOOD PL,Dunbar-Southlands,486693.1124,5453223.8595
Other Theft,2010,1,29,21,0,60XX COLLINGWOOD ST,Dunbar-Southlands,486740.5867,5453218.3433
Other Theft,2022,3,22,8,0,60XX DUNBAR ST,Dunbar-Southlands,486500.8356,5453266.4352
Other Theft,2016,11,10,8,23,60XX HIGHBURY ST,Dunbar-Southlands,486288.9485,5453254.6655
Other Theft,2016,11,26,17,0,60XX HIGHBURY ST,Dunbar-Southlands,486288.9485,5453254.6655
Other Theft,2007,4,21,16,33,61XX BLENHEIM ST,Dunbar-Southlands,486984.4082,5453092.8272
Other Theft,2012,10,20,13,36,61XX BLENHEIM ST,Dunbar-Southlands,486984.4082,5453092.8272
Other Theft,2018,1,29,0,0,61XX COLLINGWOOD PL,Dunbar-Southlands,486561.6492,5453203.3404
Other Theft,2017,11,23,0,0,61XX COLLINGWOOD PL,Dunbar-Southlands,486604.5852,5453127.6692
Other Theft,2003,1,7,19,0,61XX COLLINGWOOD ST,Dunbar-Southlands,486750.0753,5453136.7943
Other Theft,2005,10,2,1,30,ALMA ST / W 41ST AVE,Dunbar-Southlands,486400.0487,5453572.8416
Other Theft,2017,1,20,13,0,BALACLAVA ST / W 30TH AVE,Dunbar-Southlands,487208.8723,5454727.343
Other Theft,2007,11,1,7,30,BALACLAVA ST / W 41ST AVE,Dunbar-Southlands,487134.4782,5453567.5083
Other Theft,2003,12,22,22,42,BALACLAVA ST / W KING EDWARD AVE,Dunbar-Southlands,487214.8999,5455254.3439
Other Theft,2007,8,16,23,59,BLENHEIM ST / W 39TH AVE,Dunbar-Southlands,486991.8057,5453751.5969
Other Theft,2007,10,28,17,30,BLENHEIM ST / W 41ST AVE,Dunbar-Southlands,486989.9037,5453568.9151
Other Theft,2012,4,13,10,0,BLENHEIM ST / W 41ST AVE,Dunbar-Southlands,486989.9037,5453568.9151
Other Theft,2008,8,9,2,30,BLENHEIM ST / W KING EDWARD AVE,Dunbar-Southlands,486999.5969,5455256.6492
Other Theft,2005,9,18,14,34,CAMOSUN ST / W 16TH AVE,Dunbar-Southlands,485652.8051,5456160.3342
Other Theft,2015,8,31,17,13,CAMOSUN ST / W 16TH AVE,Dunbar-Southlands,485652.8051,5456160.3342
Other Theft,2008,1,17,15,58,CARNARVON ST / W 40TH AVE,Dunbar-Southlands,487402.0164,5453670.9452
Other Theft,2009,1,21,16,30,COLLINGWOOD PL / COLLINGWOOD ST,Dunbar-Southlands,486745.1198,5453227.5612
Other Theft,2020,10,16,9,50,COLLINGWOOD PL / COLLINGWOOD ST,Dunbar-Southlands,486745.1202,5453227.5614
Other Theft,2004,5,9,11,0,COLLINGWOOD ST / W 36TH AVE,Dunbar-Southlands,486753.3292,5454097.9832
Other Theft,2006,5,29,12,0,COLLINGWOOD ST / W 41ST AVE,Dunbar-Southlands,486748.455,5453569.8244
Other Theft,2017,1,21,10,0,COLLINGWOOD ST / W KING EDWARD AVE,Dunbar-Southlands,486764.3428,5455278.9213
Other Theft,2004,10,1,9,0,CROWN ST / W 16TH AVE,Dunbar-Southlands,485874.6244,5456153.557
Other Theft,2004,12,9,13,25,CROWN ST / W 16TH AVE,Dunbar-Southlands,485874.6244,5456153.557
Other Theft,2010,3,18,15,30,CROWN ST / W 16TH AVE,Dunbar-Southlands,485874.6244,5456153.557
Other Theft,2006,8,15,12,0,CROWN ST / W 20TH AVE,Dunbar-Southlands,485913.2779,5455790.1071
Other Theft,2008,1,21,22,0,CROWN ST / W 20TH AVE,Dunbar-Southlands,485913.2779,5455790.1071
Other Theft,2009,11,26,0,0,CROWN ST / W 41ST AVE,Dunbar-Southlands,485897.2804,5453572.8832
Other Theft,2007,2,19,3,44,DUNBAR LOOP / W 41ST AVE,Dunbar-Southlands,486468.4618,5453571.6503
Other Theft,2019,12,8,19,21,DUNBAR LOOP / W 41ST AVE,Dunbar-Southlands,486468.4618,5453571.6503
Other Theft,2006,4,18,20,13,DUNBAR ST / W 16TH AVE,Dunbar-Southlands,486529.7878,5456135.7499
Other Theft,2007,1,13,14,0,DUNBAR ST / W 16TH AVE,Dunbar-Southlands,486529.7878,5456135.7499
Other Theft,2008,5,24,18,0,DUNBAR ST / W 16TH AVE,Dunbar-Southlands,486529.7878,5456135.7499
Other Theft,2010,9,29,14,51,DUNBAR ST / W 16TH AVE,Dunbar-Southlands,486529.7878,5456135.7499
Other Theft,2015,3,29,19,20,DUNBAR ST / W 16TH AVE,Dunbar-Southlands,486529.7878,5456135.7499
Other Theft,2016,6,17,22,26,DUNBAR ST / W 16TH AVE,Dunbar-Southlands,486529.7878,5456135.7499
Other Theft,2011,5,29,1,39,DUNBAR ST / W 18TH AVE,Dunbar-Southlands,486528.8929,5455984.1818
Other Theft,2013,7,26,18,30,DUNBAR ST / W 18TH AVE,Dunbar-Southlands,486528.8929,5455984.1818
Other Theft,2015,3,9,19,50,DUNBAR ST / W 18TH AVE,Dunbar-Southlands,486528.8929,5455984.1818
Other Theft,2013,10,3,17,0,DUNBAR ST / W 19TH AVE,Dunbar-Southlands,486528.1362,5455883.1628
Other Theft,2019,7,1,17,0,DUNBAR ST / W 21ST AVE,Dunbar-Southlands,486525.4691,5455682.495
Other Theft,2007,11,2,19,39,DUNBAR ST / W 26TH AVE,Dunbar-Southlands,486521.5368,5455155.3998
Other Theft,2008,5,23,16,30,DUNBAR ST / W 26TH AVE,Dunbar-Southlands,486521.5368,5455155.3998
Other Theft,2006,11,6,13,0,DUNBAR ST / W 27TH AVE,Dunbar-Southlands,486519.103,5455050.1494
Other Theft,2007,4,23,15,0,DUNBAR ST / W 27TH AVE,Dunbar-Southlands,486519.103,5455050.1494
Other Theft,2019,10,6,1,0,DUNBAR ST / W 27TH AVE,Dunbar-Southlands,486519.103,5455050.1494
Other Theft,2018,7,11,18,45,DUNBAR ST / W 29TH AVE,Dunbar-Southlands,486516.8581,5454838.041
Other Theft,2006,1,15,22,0,DUNBAR ST / W 29TH AVE,Dunbar-Southlands,486516.8586,5454838.0414
Other Theft,2007,9,3,14,30,DUNBAR ST / W 29TH AVE,Dunbar-Southlands,486516.8586,5454838.0414
Other Theft,2008,10,31,16,30,DUNBAR ST / W 29TH AVE,Dunbar-Southlands,486516.8586,5454838.0414
Other Theft,2010,6,10,12,0,DUNBAR ST / W 29TH AVE,Dunbar-Southlands,486516.8586,5454838.0414
Other Theft,2016,8,17,15,0,DUNBAR ST / W 29TH AVE,Dunbar-Southlands,486516.8586,5454838.0414
Other Theft,2010,5,28,10,30,DUNBAR ST / W 30TH AVE,Dunbar-Southlands,486517.447,5454733.5618
Other Theft,2013,12,9,14,30,DUNBAR ST / W 30TH AVE,Dunbar-Southlands,486517.447,5454733.5618
Other Theft,2010,8,21,15,19,DUNBAR ST / W 33RD AVE,Dunbar-Southlands,486516.3875,5454416.8506
Other Theft,2019,7,19,19,0,DUNBAR ST / W 33RD AVE,Dunbar-Southlands,486516.3875,5454416.8506
Other Theft,2013,7,14,14,0,DUNBAR ST / W 34TH AVE,Dunbar-Southlands,486516.2939,5454310.305
Other Theft,2015,1,25,11,28,DUNBAR ST / W 34TH AVE,Dunbar-Southlands,486516.2939,5454310.305
Other Theft,2019,7,13,23,21,DUNBAR ST / W 34TH AVE,Dunbar-Southlands,486516.2939,5454310.305
Other Theft,2012,8,20,12,41,DUNBAR ST / W 37TH AVE,Dunbar-Southlands,486515.2575,5453994.0942
Other Theft,2003,12,29,12,0,DUNBAR ST / W 38TH AVE,Dunbar-Southlands,486514.3693,5453901.8916
